WILAYAH;KECAMATAN;KELURAHAN;NO_RT;NO_RW;LUAS_AREA;GENANGAN;TINGGI;FLOOD;KETERANGAN;WAKTU;WAKTU_TEXT;;
JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;003;003;0,0418778;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;013;001;0,01694746;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA TIMUR;MAKASAR;MAKASAR;009;007;0,0230321;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA TIMUR;MAKASAR;MAKASAR;006;007;0,01942726;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;011;012;0,00556559;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;008;012;0,0105414;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;007;011;0,01496908;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;PASAR MINGGU;JATI PADANG;002;008;0,03779168;-;2;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;009;003;0,15429702;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;003;003;0,0418778;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;013;001;0,01694746;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA TIMUR;MAKASAR;MAKASAR;009;007;0,0230321;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;006;012;0,00758218;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;009;002;0,00594762;-;2;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;007;013;0,01250728;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;001;003;0,00445937;-;4;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;011;003;0,00753762;-;4;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;008;002;0,0075318;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;004;004;0,00582632;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;002;004;0,00935415;-;4;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;001;010;0,04855139;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;003;004;0,02482229;-;2;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;011;006;0,14170422;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;005;011;0,01690234;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;006;012;0,00758218;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;011;012;0,00556559;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;KRAMAT JATI;BATU AMPAR;009;004;0,04208376;45 cm;2;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;DUREN SAWIT;PONDOK BAMBU;015;007;0,03186261;40 cm;2;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;PASAR REBO;KALISARI;013;003;0,01429221;80 cm;3;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;PASAR REBO;KALISARI;012;003;0,01511997;80 cm;3;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;PASAR REBO;KALISARI;010;003;0,02133852;80 cm;3;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;DUREN SAWIT;PONDOK BAMBU;003;003;0,03255974;40 cm;2;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;PASAR REBO;KALISARI;001;011;0,01693605;60 cm;2;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;PASAR REBO;KALISARI;005;011;0,02870025;60 cm;2;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;CIRACAS;KELAPA DUA WETAN;008;002;0,00958513;50-100 cm;3;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;MATRAMAN;KEBON MANGGIS;012;004;0,002579;140 cm;3;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;MATRAMAN;KEBON MANGGIS;008;003;0,01056439;180 cm;4;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA SELATAN;MAMPANG PRAPATAN;KUNINGAN BARAT;013;001;0,00999173;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;MAMPANG PRAPATAN;KUNINGAN BARAT;012;001;0,00565097;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;MAMPANG PRAPATAN;KUNINGAN BARAT;004;001;0,0079069;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA TIMUR;MAKASAR;MAKASAR;007;007;0,02344152;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;004;003;0,13142017;-;2;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;006;004;0,07457944;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA TIMUR;JATINEGARA;CIPINANG MUARA;006;013;0,01425919;-;2;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA TIMUR;KRAMAT JATI;KRAMAT JATI;013;011;0,05186926;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA TIMUR;MAKASAR;MAKASAR;006;007;0,01942726;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;MAMPANG PRAPATAN;KUNINGAN BARAT;013;001;0,00999173;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;MAMPANG PRAPATAN;KUNINGAN BARAT;012;001;0,00565097;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;MAMPANG PRAPATAN;KUNINGAN BARAT;004;001;0,0079069;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA TIMUR;MAKASAR;MAKASAR;007;007;0,02344152;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;004;003;0,13142017;-;2;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;006;004;0,07457944;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA TIMUR;JATINEGARA;CIPINANG MUARA;006;013;0,01425919;-;2;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;008;012;0,0105414;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;007;011;0,01496908;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA SELATAN;PASAR MINGGU;JATI PADANG;002;008;0,03779168;-;2;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;009;003;0,15429702;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;003;003;0,0418778;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;013;001;0,01694746;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;MAKASAR;MAKASAR;009;007;0,0230321;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;MAKASAR;MAKASAR;006;007;0,01942726;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;CIPAYUNG;BAMBU APUS;007;005;0,04548457;100 cm;3;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;CIPAYUNG;LUBANG BUAYA;004;012;0,07309449;50 cm;2;YES;CURAH HUJAN TINGGI & LUAPAN KALI SUNTER;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;CIPAYUNG;LUBANG BUAYA;005;012;0,02150771;50 cm;2;YES;CURAH HUJAN TINGGI & LUAPAN KALI SUNTER;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;CIPAYUNG;LUBANG BUAYA;006;012;0,00962586;50 cm;2;YES;CURAH HUJAN TINGGI & LUAPAN KALI SUNTER;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;CIPAYUNG;LUBANG BUAYA;002;003;0,09747336;50 cm;2;YES;CURAH HUJAN TINGGI & LUAPAN KALI SUNTER;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;PASAR REBO;BARU;002;001;0,03005532;120 cm;3;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;DUREN SAWIT;MALAKA SARI;001;009;0,02181032;50 cm;2;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;PASAR REBO;BARU;006;002;0,02432879;70 cm;2;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;PASAR REBO;BARU;009;002;0,01194811;40 cm;2;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;KRAMAT JATI;KRAMAT JATI;003;011;0,02007519;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA TIMUR;KRAMAT JATI;KRAMAT JATI;004;011;0,02018168;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA TIMUR;JATINEGARA;CIPINANG MUARA;012;013;0,02942487;-;2;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA TIMUR;KRAMAT JATI;KRAMAT JATI;010;011;0,01251477;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA TIMUR;KRAMAT JATI;KRAMAT JATI;018;011;0,00422419;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;009;004;0,02766233;-;2;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;007;004;0,00827723;-;2;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;016;005;0,00770341;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;017;005;0,0035318;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;014;005;0,00462555;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;003;010;0,00825181;-;2;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA TIMUR;KRAMAT JATI;KRAMAT JATI;013;011;0,05186926;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA TIMUR;KRAMAT JATI;KRAMAT JATI;016;011;0,02893826;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA TIMUR;KRAMAT JATI;KRAMAT JATI;003;011;0,02007519;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA TIMUR;KRAMAT JATI;KRAMAT JATI;004;011;0,02018168;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA TIMUR;JATINEGARA;CIPINANG MUARA;012;013;0,02942487;-;2;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA TIMUR;KRAMAT JATI;KRAMAT JATI;010;011;0,01251477;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA TIMUR;KRAMAT JATI;KRAMAT JATI;012;011;0,00384165;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA TIMUR;KRAMAT JATI;KRAMAT JATI;018;011;0,00422419;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;009;004;0,02766233;-;2;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;007;004;0,00827723;-;2;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;016;005;0,00770341;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;MAMPANG PRAPATAN;KUNINGAN BARAT;013;001;0,00999173;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA SELATAN;MAMPANG PRAPATAN;KUNINGAN BARAT;012;001;0,00565097;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA SELATAN;MAMPANG PRAPATAN;KUNINGAN BARAT;004;001;0,0079069;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;MAKASAR;MAKASAR;007;007;0,02344152;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;004;003;0,13142017;-;2;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;006;004;0,07457944;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;JATINEGARA;CIPINANG MUARA;006;013;0,01425919;-;2;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;KRAMAT JATI;KRAMAT JATI;013;011;0,05186926;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;CIPAYUNG;LUBANG BUAYA;008;008;0,0045785;50 cm;2;YES;CURAH HUJAN TINGGI & LUAPAN KALI SUNTER;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;CIPAYUNG;LUBANG BUAYA;006;009;0,03348551;50 cm;2;YES;CURAH HUJAN TINGGI & LUAPAN KALI SUNTER;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;CIPAYUNG;LUBANG BUAYA;013;009;0,01692816;50 cm;2;YES;CURAH HUJAN TINGGI & LUAPAN KALI SUNTER;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;PASAR REBO;CIJANTUNG;004;002;0,0157756;60 cm;2;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;PASAR REBO;BARU;001;001;0,08350565;80 cm;3;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;CIPAYUNG;LUBANG BUAYA;004;002;0,09535089;50 cm;2;YES;CURAH HUJAN TINGGI & LUAPAN KALI SUNTER;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;CIPAYUNG;LUBANG BUAYA;001;004;0,15068719;50 cm;2;YES;CURAH HUJAN TINGGI & LUAPAN KALI SUNTER;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;001;008;0,01781502;100 cm;3;YES;CURAH HUJAN TINGGI&LUAPAN PHB SULAIMAN&KALI SUNTER;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;005;010;0,01082861;-;2;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;001;012;0,03056641;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;002;012;0,03205732;-;2;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;006;012;0,01957476;-;2;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;TEBET;KEBON BARU;008;010;0,01106008;-;2;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;011;009;0,00778586;-;2;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;008;009;0,02134262;-;2;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;005;005;0,02325365;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;007;005;0,05466182;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;005;004;0,01728398;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;017;005;0,0035318;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;014;005;0,00462555;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;005;010;0,01082861;-;2;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;001;012;0,03056641;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;002;012;0,03205732;-;2;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;006;012;0,01957476;-;2;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;TEBET;KEBON BARU;008;010;0,01106008;-;2;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;011;009;0,00778586;-;2;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;008;009;0,02134262;-;2;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;005;005;0,02325365;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;007;005;0,05466182;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA TIMUR;KRAMAT JATI;KRAMAT JATI;003;011;0,02007519;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;KRAMAT JATI;KRAMAT JATI;004;011;0,02018168;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;JATINEGARA;CIPINANG MUARA;012;013;0,02942487;-;2;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;KRAMAT JATI;KRAMAT JATI;010;011;0,01251477;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;KRAMAT JATI;KRAMAT JATI;018;011;0,00422419;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;009;004;0,02766233;-;2;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;007;004;0,00827723;-;2;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;016;005;0,00770341;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;017;005;0,0035318;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;014;005;0,00462555;-;3;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;003;010;0,00825181;-;2;-;-;2021-02-20 18:17:06;2021-02-20 18:00;;
JAKARTA TIMUR;KRAMAT JATI;CILILITAN;002;005;0,02454594;75 cm;3;YES;CURAH HUJAN TINGGI & LUAPAN KALI SUNTER;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;PASAR REBO;PEKAYON;007;010;0,01304403;60 cm;2;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;CIRACAS;RAMBUTAN;005;003;0,0204976;90 cm;3;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;002;002;0,00596791;100 cm;3;YES;CURAH HUJAN TINGGI&LUAPAN PHB SULAIMAN&KALI SUNTER;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;009;002;0,00594762;60 cm;2;YES;CURAH HUJAN TINGGI&LUAPAN PHB SULAIMAN&KALI SUNTER;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;007;013;0,01250728;100 cm;3;YES;CURAH HUJAN TINGGI&LUAPAN PHB SULAIMAN&KALI SUNTER;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;001;003;0,00445937;250 cm;4;YES;CURAH HUJAN TINGGI&LUAPAN PHB SULAIMAN&KALI SUNTER;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;011;003;0,00753762;250 cm;4;YES;CURAH HUJAN TINGGI&LUAPAN PHB SULAIMAN&KALI SUNTER;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;008;002;0,0075318;100 cm;3;YES;CURAH HUJAN TINGGI&LUAPAN PHB SULAIMAN&KALI SUNTER;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;005;004;0,00899675;100 cm;3;YES;CURAH HUJAN TINGGI&LUAPAN PHB SULAIMAN&KALI SUNTER;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;004;004;0,00582632;100 cm;3;YES;CURAH HUJAN TINGGI&LUAPAN PHB SULAIMAN&KALI SUNTER;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;002;004;0,00935415;250 cm;4;YES;CURAH HUJAN TINGGI&LUAPAN PHB SULAIMAN&KALI SUNTER;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA SELATAN;CILANDAK;GANDARIA SELATAN;001;007;0,0139885;-;2;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;CILANDAK;CIPETE SELATAN;001;007;0,02088079;-;2;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;TEBET;TEBET BARAT;007;007;0,00388508;-;2;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;PANCORAN;RAWA JATI;003;007;0,00583665;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;PANCORAN;RAWA JATI;002;007;0,00678813;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;PASAR MINGGU;PEJATEN BARAT;013;008;0,03155636;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;PASAR MINGGU;PEJATEN BARAT;011;008;0,02459094;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;PASAR MINGGU;PEJATEN BARAT;007;008;0,00741519;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;PASAR MINGGU;PEJATEN BARAT;003;007;0,02942212;-;3;-;-;2021-02-20 21:54:46;2021-02-20 21:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;010;009;0,04652426;-;2;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;005;004;0,01728398;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;CILANDAK;GANDARIA SELATAN;001;007;0,0139885;-;2;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;CILANDAK;CIPETE SELATAN;001;007;0,02088079;-;2;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;TEBET;TEBET BARAT;007;007;0,00388508;-;2;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;PANCORAN;RAWA JATI;003;007;0,00583665;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;PANCORAN;RAWA JATI;002;007;0,00678813;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;PASAR MINGGU;PEJATEN BARAT;011;008;0,02459094;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
JAKARTA SELATAN;PASAR MINGGU;PEJATEN BARAT;007;008;0,00741519;-;3;-;-;2021-02-21 0:00:18;2021-02-21 00:00;;
