WILAYAH;KECAMATAN;KELURAHAN;NO_RT;NO_RW;LUAS_AREA;GENANGAN;TINGGI;FLOOD;KETERANGAN;WAKTU;WAKTU_TEXT;;
JAKARTA TIMUR;KRAMAT JATI;KRAMAT JATI;009;011;0,01587512;-;2;-;-;2021-02-21 6:00:19;2021-02-21 06:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;004;008;0,02392968;-;3;-;-;2021-02-21 10:45:40;2021-02-21 09:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;013;008;0,00263106;-;3;-;-;2021-02-21 10:45:40;2021-02-21 09:00;;
JAKARTA SELATAN;PASAR MINGGU;PEJATEN BARAT;002;007;0,10611916;100 CM;3;YES;CURAH HUJAN TINGGI;2021-02-20 12:00:19;2021-02-20 12:00;;
JAKARTA SELATAN;JAGAKARSA;JAGAKARSA;009;002;0,0775262;-;2;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA SELATAN;MAMPANG PRAPATAN;KUNINGAN BARAT;013;001;0,00999173;-;3;-;-;2021-02-21 10:45:40;2021-02-21 09:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;002;007;0,00248862;90 CM;3;YES;CURAH HUJAN TINGGI & LUAPAN KALI CILIWUNG;2021-02-20 12:00:19;2021-02-20 12:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;005;010;0,01082861;60 cm;2;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;003;010;0,00825181;60 CM;2;YES;CURAH HUJAN TINGGI;2021-02-20 12:00:19;2021-02-20 12:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;005;010;0,01082861;60 CM;2;YES;CURAH HUJAN TINGGI;2021-02-20 12:00:19;2021-02-20 12:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;001;012;0,03056641;100 CM;3;YES;CURAH HUJAN TINGGI;2021-02-20 12:00:19;2021-02-20 12:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;002;012;0,03205732;60 CM;2;YES;CURAH HUJAN TINGGI;2021-02-20 12:00:19;2021-02-20 12:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;006;012;0,01957476;80 CM;3;YES;CURAH HUJAN TINGGI;2021-02-20 12:00:19;2021-02-20 12:00;;
JAKARTA SELATAN;TEBET;KEBON BARU;008;010;0,01106008;50 CM;2;YES;CURAH HUJAN TINGGI & LUAPAN KALI CILIWUNG;2021-02-20 12:00:19;2021-02-20 12:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;011;009;0,00778586;40 CM;2;YES;CURAH HUJAN TINGGI;2021-02-20 12:00:19;2021-02-20 12:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;008;009;0,02134262;40 CM;2;YES;CURAH HUJAN TINGGI;2021-02-20 12:00:19;2021-02-20 12:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;005;005;0,02325365;150 CM;3;YES;CURAH HUJAN TINGGI;2021-02-20 12:00:19;2021-02-20 12:00;;
JAKARTA SELATAN;PESANGGRAHAN;BINTARO;007;005;0,05466182;150 CM;3;YES;CURAH HUJAN TINGGI;2021-02-20 12:00:19;2021-02-20 12:00;;
JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;011;004;0,02369273;50 CM;2;YES;CURAH HUJAN TINGGI & LUAPAN KALI MAMPANG;2021-02-21 12:28:43;2021-02-21 12:00;;
JAKARTA BARAT;KEBON JERUK;SUKABUMI SELATAN;011;002;0,01718717;40 CM;2;YES;CURAH HUJAN TINGGI;2021-02-21 12:28:43;2021-02-21 12:00;;
JAKARTA BARAT;KEBON JERUK;SUKABUMI SELATAN;002;007;0,04736595;40 CM;2;YES;CURAH HUJAN TINGGI;2021-02-21 12:28:43;2021-02-21 12:00;;
JAKARTA BARAT;KEBON JERUK;SUKABUMI SELATAN;005;001;0,0076856;40 CM;2;YES;CURAH HUJAN TINGGI;2021-02-21 12:28:43;2021-02-21 12:00;;
JAKARTA BARAT;KEBON JERUK;SUKABUMI SELATAN;004;002;0,00965836;40 CM;2;YES;CURAH HUJAN TINGGI;2021-02-21 12:28:43;2021-02-21 12:00;;
JAKARTA BARAT;KEMBANGAN;KEMBANGAN UTARA;001;001;0,01974993;40 CM;2;YES;CURAH HUJAN TINGGI & LUAPAN KALI ANGKE;2021-02-21 12:28:43;2021-02-21 12:00;;
JAKARTA BARAT;CENGKARENG;RAWA BUAYA;001;003;0,11823452;40 CM;2;YES;CURAH HUJAN TINGGI & LUAPAN KALI ANGKE;2021-02-21 12:28:43;2021-02-21 12:00;;
JAKARTA TIMUR;MAKASAR;MAKASAR;008;007;0,00517819;40 CM;2;YES;CURAH HUJAN TINGGI;2021-02-21 12:28:43;2021-02-21 12:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;010;003;0,01171922;60 CM;2;YES;CURAH HUJAN TINGGI&LUAPAN PHB SULAIMAN&KALI SUNTER;2021-02-21 12:28:43;2021-02-21 12:00;;
JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;007;005;0,00317416;-;4;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;005;006;0,01137105;-;4;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;005;011;0,02319711;-;4;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;003;011;0,00485594;-;4;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA SELATAN;MAMPANG PRAPATAN;PELA MAMPANG;002;013;0,00693319;-;4;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA SELATAN;PANCORAN;RAWA JATI;005;007;0,00620131;-;3;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA PUSAT;TANAH ABANG;KARET TENGSIN;006;007;0,01900809;-;3;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA PUSAT;TANAH ABANG;KARET TENGSIN;007;007;0,00140727;-;3;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA PUSAT;TANAH ABANG;KARET TENGSIN;004;007;0,00711422;-;3;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA PUSAT;TANAH ABANG;KARET TENGSIN;011;007;0,00359261;-;3;YES;CURAH HUJAN TINGGI;2021-02-20 15:32:50;2021-02-20 15:00;;
JAKARTA BARAT;KALI DERES;KAMAL;002;001;0,03291318;40 cm;2;yes;rob;2022-04-26 18:00:19;2022-04-26 18:00;;
JAKARTA BARAT;KALI DERES;KAMAL;004;001;0,01277059;40 cm;2;yes;rob;2022-04-26 18:00:19;2022-04-26 18:00;;
JAKARTA BARAT;KALI DERES;KAMAL;001;001;0,08153582;40 cm;2;yes;rob;2022-04-26 18:00:19;2022-04-26 18:00;;
JAKARTA BARAT;KALI DERES;KAMAL;005;001;0,03881141;40 cm;2;yes;rob;2022-04-26 18:00:19;2022-04-26 18:00;;
JAKARTA TIMUR;JATINEGARA;BIDARA CINA;012;011;0,00606951;80;2;yes;03:00 wib;2022-11-14 6:00:19;2022-11-14 06:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;012;004;0,00251241;120;3;yes;03:00 wib;2022-11-14 6:00:19;2022-11-14 06:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;013;004;0,00274992;120;3;yes;03:00 wib;2022-11-14 6:00:19;2022-11-14 06:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;011;005;0,01268629;100;2;yes;03:00 wib;2022-11-14 6:00:19;2022-11-14 06:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;004;003;0,00763258;130;3;yes;03:00 wib;2022-11-14 6:00:19;2022-11-14 06:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;009;005;0,00155688;120;3;yes;03:00 wib;2022-11-14 6:00:19;2022-11-14 06:00;;
JAKARTA BARAT;KALI DERES;KAMAL;002;001;0,03291318;55 cm;2;yes;rob;2022-04-26 9:00:19;2022-04-26 09:00;;
JAKARTA BARAT;KALI DERES;KAMAL;006;001;0,01320298;55 cm;2;yes;rob;2022-04-26 9:00:19;2022-04-26 09:00;;
JAKARTA BARAT;KALI DERES;KAMAL;003;001;0,01351346;55 cm;2;yes;rob;2022-04-26 9:00:19;2022-04-26 09:00;;
JAKARTA BARAT;KALI DERES;KAMAL;004;001;0,01277059;55 cm;2;yes;rob;2022-04-26 9:00:19;2022-04-26 09:00;;
JAKARTA BARAT;KALI DERES;KAMAL;001;001;0,08153582;55 cm;2;yes;rob;2022-04-26 9:00:19;2022-04-26 09:00;;
JAKARTA BARAT;KALI DERES;KAMAL;005;001;0,03881141;55 cm;2;yes;rob;2022-04-26 9:00:19;2022-04-26 09:00;;
JAKARTA BARAT;KALI DERES;KAMAL;002;001;0,03291318;40 cm;2;yes;rob;2022-04-26 15:00:19;2022-04-26 15:00;;
JAKARTA BARAT;KALI DERES;KAMAL;004;001;0,01277059;40 cm;2;yes;rob;2022-04-26 15:00:19;2022-04-26 15:00;;
JAKARTA BARAT;KALI DERES;KAMAL;001;001;0,08153582;40 cm;2;yes;rob;2022-04-26 15:00:19;2022-04-26 15:00;;
JAKARTA BARAT;KALI DERES;KAMAL;005;001;0,03881141;40 cm;2;yes;rob;2022-04-26 15:00:19;2022-04-26 15:00;;
JAKARTA TIMUR;JATINEGARA;BIDARA CINA;010;011;0,00973229;40 cm;2;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;009;003;0,15429703;125 cm;3;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;003;003;0,0418778;50 cm;2;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;003;008;0,01945237;70 cm;2;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;016;005;0,00833539;30 s.d 70 cm;2;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;017;005;0,00399925;30 s.d 70 cm;2;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;014;005;0,0051489;30 s.d 70 cm;2;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA SELATAN;CILANDAK;PONDOK LABU;012;003;0,02211212;50 cm;2;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA SELATAN;TEBET;MANGGARAI;009;001;0,00689969;90 cm;3;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA SELATAN;TEBET;MANGGARAI;010;001;0,00990205;90 cm;3;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA SELATAN;KEBAYORAN BARU;PETOGOGAN;011;003;0,00161141;40 s.d 60 cm;2;YES;nan;2021-12-20 21:00:18;2021-12-20 21:00;;
JAKARTA SELATAN;KEBAYORAN BARU;PETOGOGAN;009;003;0,00263114;40 s.d 60 cm;2;YES;nan;2021-12-20 21:00:18;2021-12-20 21:00;;
JAKARTA SELATAN;KEBAYORAN BARU;PETOGOGAN;010;003;0,00450309;40 s.d 60 cm;2;YES;nan;2021-12-20 21:00:18;2021-12-20 21:00;;
JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;012;004;0,02627155;90 cm;3;YES;nan;2021-12-20 21:00:18;2021-12-20 21:00;;
JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;011;004;0,02369765;50 cm;2;YES;nan;2021-12-20 21:00:18;2021-12-20 21:00;;
JAKARTA SELATAN;KEBAYORAN BARU;PETOGOGAN;006;002;0,00905252;40 s.d 60 cm;2;YES;nan;2021-12-20 21:00:18;2021-12-20 21:00;;
JAKARTA SELATAN;KEBAYORAN BARU;PETOGOGAN;004;002;0,00813222;40 s.d 60 cm;2;YES;nan;2021-12-20 21:00:18;2021-12-20 21:00;;
JAKARTA SELATAN;KEBAYORAN BARU;PETOGOGAN;008;003;0,00227208;40 s.d 60 cm;2;YES;nan;2021-12-20 21:00:18;2021-12-20 21:00;;
JAKARTA SELATAN;KEBAYORAN BARU;PETOGOGAN;001;003;0,00647108;40 s.d 60 cm;2;YES;nan;2021-12-20 21:00:18;2021-12-20 21:00;;
JAKARTA SELATAN;KEBAYORAN BARU;PETOGOGAN;002;002;0,0021612;40 s.d 60 cm;2;YES;nan;2021-12-20 21:00:18;2021-12-20 21:00;;
JAKARTA SELATAN;KEBAYORAN BARU;PETOGOGAN;001;002;0,00094358;40 s.d 60 cm;2;YES;nan;2021-12-20 21:00:18;2021-12-20 21:00;;
JAKARTA SELATAN;KEBAYORAN BARU;PETOGOGAN;015;003;0,00374713;40 s.d 60 cm;2;YES;nan;2021-12-20 21:00:18;2021-12-20 21:00;;
JAKARTA SELATAN;JAGAKARSA;TANJUNG BARAT;011;005;0,02557643;80 cm;3;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA SELATAN;TEBET;MANGGARAI;003;004;0,01060341;90 cm;3;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA SELATAN;TEBET;MANGGARAI;002;004;0,00988243;90 cm;3;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA SELATAN;PASAR MINGGU;PEJATEN TIMUR;015;007;0,00855511;90 cm;3;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA SELATAN;PASAR MINGGU;PEJATEN TIMUR;016;007;0,01552814;90 cm;3;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA BARAT;CENGKARENG;RAWA BUAYA;012;004;0,02669747;50 cm;2;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA BARAT;CENGKARENG;DURI KOSAMBI;009;002;0,02155378;40 cm;2;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA BARAT;KEMBANGAN;KEMBANGAN UTARA;011;004;0,02337035;40 cm;2;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA BARAT;KEBON JERUK;KEDOYA SELATAN;004;005;0,01563734;60 cm;2;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA BARAT;KEBON JERUK;KEDOYA SELATAN;011;005;0,24186488;60 cm;2;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA BARAT;KEBON JERUK;KEDOYA SELATAN;010;005;0,04971024;60 cm;2;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA BARAT;KEBON JERUK;KEDOYA SELATAN;005;005;0,01633001;60 cm;2;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA BARAT;KEMBANGAN;KEMBANGAN SELATAN;007;001;0,26279339;60 cm;2;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA BARAT;KEBON JERUK;KEDOYA SELATAN;013;005;0,03331988;60 cm;2;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA BARAT;KEBON JERUK;KEDOYA SELATAN;002;005;0,00716595;60 cm;2;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA BARAT;KEMBANGAN;KEMBANGAN SELATAN;008;001;0,20430972;40 cm;2;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA BARAT;KALI DERES;KAMAL;005;001;0,03881141;40 cm;2;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA SELATAN;KEBAYORAN LAMA;PONDOK PINANG;015;005;0,00151058;30 s.d 70 cm;2;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;003;002;0,06885101;40 s.d 60 cm;2;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA TIMUR;KRAMAT JATI;CILILITAN;006;007;0,02031155;200 cm;4;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;015;003;0,0055472;180 cm;4;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA TIMUR;JATINEGARA;BIDARA CINA;006;011;0,0138836;150 cm;3;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA TIMUR;JATINEGARA;BIDARA CINA;012;011;0,00606951;150 cm;3;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA SELATAN;PASAR MINGGU;PEJATEN TIMUR;017;007;0,00924964;90 cm;3;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;011;002;0,00725819;40 cm;2;YES;nan;2021-06-04 15:00:20;2021-06-04 15:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;001;003;0,00446061;40 cm;2;YES;nan;2021-06-05 12:00:19;2021-06-05 12:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;011;002;0,00725819;40 cm;2;YES;nan;2021-06-05 12:00:19;2021-06-05 12:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;001;003;0,00446061;40 cm;2;YES;nan;2021-06-04 15:00:20;2021-06-04 15:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;006;008;0,00733016;150 cm;3;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;012;008;0,00241645;160 cm;4;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;013;008;0,00284596;160 cm;4;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA SELATAN;TEBET;MANGGARAI;001;004;0,00526666;90 cm;3;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA BARAT;KEBON JERUK;KEDOYA SELATAN;003;005;0,01167034;60 cm;2;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;003;007;0,00157422;160 cm;4;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;011;005;0,01268629;200 cm;4;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA SELATAN;PASAR MINGGU;PEJATEN TIMUR;005;008;0,00999088;90 cm;3;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA SELATAN;TEBET;MANGGARAI;002;010;0,00747735;90 cm;3;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA SELATAN;JAGAKARSA;TANJUNG BARAT;010;005;0,0348957;40 cm;2;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA TIMUR;KRAMAT JATI;CAWANG;004;003;0,00763258;200 cm;4;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA TIMUR;JATINEGARA;BIDARA CINA;010;007;0,00544066;50 cm;2;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;001;003;0,00446061;40 cm;2;YES;nan;2021-06-04 0:00:19;2021-06-04 00:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;011;002;0,00725819;40 cm;2;YES;nan;2021-06-04 0:00:19;2021-06-04 00:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;001;003;0,00446061;40 cm;2;YES;nan;2021-06-04 9:00:20;2021-06-04 09:00;;
JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;011;002;0,00725819;40 cm;2;YES;nan;2021-06-04 9:00:20;2021-06-04 09:00;;
JAKARTA BARAT;KEMBANGAN;KEMBANGAN UTARA;007;001;0,07530738;60 s.d 80 CM;2;YES;Curah Hujan Tinggi dan Luapan Kali Angke;2022-09-11 15:00:19;2022-09-11 15:00;;
JAKARTA BARAT;CENGKARENG;RAWA BUAYA;012;004;0,02669747;55 cm;2;YES;Curah Hujan Tinggi dan Luapan Kali Angke;2022-09-11 15:00:19;2022-09-11 15:00;;
JAKARTA BARAT;KEMBANGAN;KEMBANGAN SELATAN;008;001;0,20430972;80 CM;2;YES;Curah Hujan Tinggi dan Luapan Kali Angke;2022-09-11 15:00:19;2022-09-11 15:00;;
JAKARTA SELATAN;PESANGGRAHAN;ULUJAMI;008;001;0,00733816;50 cm;2;YES;Luapan Kali Keuangan;2021-11-04 21:00:20;2021-11-04 21:00;;
JAKARTA SELATAN;PESANGGRAHAN;ULUJAMI;001;001;0,01236297;50 cm;2;YES;Luapan Kali Keuangan;2021-11-04 21:00:20;2021-11-04 21:00;;
JAKARTA SELATAN;PESANGGRAHAN;ULUJAMI;003;001;0,00498534;50 cm;2;YES;Luapan Kali Keuangan;2021-11-04 21:00:20;2021-11-04 21:00;;
JAKARTA SELATAN;PESANGGRAHAN;ULUJAMI;006;001;0,00408878;50 cm;2;YES;Luapan Kali Keuangan;2021-11-04 21:00:20;2021-11-04 21:00;;
JAKARTA SELATAN;PESANGGRAHAN;ULUJAMI;007;001;0,00375614;50 cm;2;YES;Luapan Kali Keuangan;2021-11-04 21:00:20;2021-11-04 21:00;;
JAKARTA SELATAN;PESANGGRAHAN;PETUKANGAN SELATAN;005;006;0,10946972;40 cm;2;YES;Luapan Kali Keuangan;2021-11-04 21:00:20;2021-11-04 21:00;;
JAKARTA SELATAN;PESANGGRAHAN;ULUJAMI;005;001;0,00541356;50 cm;2;YES;Luapan Kali Keuangan;2021-11-04 21:00:20;2021-11-04 21:00;;
JAKARTA SELATAN;PESANGGRAHAN;ULUJAMI;002;001;0,00396802;50 cm;2;YES;Luapan Kali Keuangan;2021-11-04 21:00:20;2021-11-04 21:00;;
JAKARTA SELATAN;PESANGGRAHAN;ULUJAMI;004;001;0,0061543;50 cm;2;YES;Luapan Kali Keuangan;2021-11-04 21:00:20;2021-11-04 21:00;;
JAKARTA UTARA;PADEMANGAN;ANCOL;009;008;0,00640098;60 s/d 80 CM;3;YES;ROB;2021-12-07 18:00:18;2021-12-07 18:00;;
JAKARTA UTARA;PADEMANGAN;ANCOL;004;008;0,02349035;60 s/d 80 CM;3;YES;ROB;2021-12-07 18:00:18;2021-12-07 18:00;;
JAKARTA UTARA;PENJARINGAN;PEJAGALAN;010;015;0,00557722;40 CM;2;YES;ROB;2021-12-07 18:00:18;2021-12-07 18:00;;
JAKARTA UTARA;PADEMANGAN;ANCOL;005;008;0,00971281;60 s/d 80 CM;3;YES;ROB;2021-12-07 18:00:18;2021-12-07 18:00;;
JAKARTA UTARA;PADEMANGAN;ANCOL;006;008;0,00502577;60 s/d 80 CM;3;YES;ROB;2021-12-07 18:00:18;2021-12-07 18:00;;
JAKARTA UTARA;PADEMANGAN;ANCOL;001;008;0,03211519;60 s/d 80 CM;3;YES;ROB;2021-12-07 18:00:18;2021-12-07 18:00;;
JAKARTA UTARA;PADEMANGAN;ANCOL;003;008;0,00435449;60 s/d 80 CM;3;YES;ROB;2021-12-07 18:00:18;2021-12-07 18:00;;
JAKARTA UTARA;PADEMANGAN;ANCOL;007;008;0,00753852;60 s/d 80 CM;3;YES;ROB;2021-12-07 18:00:18;2021-12-07 18:00;;
JAKARTA UTARA;PADEMANGAN;ANCOL;008;008;0,00370429;60 s/d 80 CM;3;YES;ROB;2021-12-07 18:00:18;2021-12-07 18:00;;
JAKARTA UTARA;PADEMANGAN;ANCOL;010;008;0,01349477;60 s/d 80 CM;3;YES;ROB;2021-12-07 18:00:18;2021-12-07 18:00;;
JAKARTA UTARA;PADEMANGAN;ANCOL;011;008;0,00332672;60 s/d 80 CM;3;YES;ROB;2021-12-07 18:00:18;2021-12-07 18:00;;
JAKARTA BARAT;KALI DERES;TEGAL ALUR;014;009;0,00865275;45 CM;2;YES;ROB;2021-12-07 18:00:18;2021-12-07 18:00;;
JAKARTA BARAT;KALI DERES;KAMAL;006;001;0,01320411;40 CM;2;YES;ROB;2021-12-07 18:00:18;2021-12-07 18:00;;
JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;004;011;0,02688579;40 cm;2;YES;nan;2022-01-20 3:00:19;2022-01-20 03:00;;
JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;002;010;0,04890982;40 cm;2;YES;nan;2022-01-20 3:00:19;2022-01-20 03:00;;
JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;008;010;0,03426088;40 cm;2;YES;nan;2022-01-20 3:00:19;2022-01-20 03:00;;
JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;006;010;0,03356912;40 cm;2;YES;nan;2022-01-20 3:00:19;2022-01-20 03:00;;
JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;001;010;0,04098124;40 cm;2;YES;nan;2022-01-20 3:00:19;2022-01-20 03:00;;
JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;012;010;0,04015388;40 cm;2;YES;nan;2022-01-20 3:00:19;2022-01-20 03:00;;
JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;001;011;0,01679999;40 cm;2;YES;nan;2022-01-20 3:00:19;2022-01-20 03:00;;
JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;005;011;0,02246772;40 cm;2;YES;nan;2022-01-20 3:00:19;2022-01-20 03:00;;
JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;007;011;0,01203962;40 cm;2;YES;nan;2022-01-20 3:00:19;2022-01-20 03:00;;
JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;002;011;0,01387676;40 cm;2;YES;nan;2022-01-20 3:00:19;2022-01-20 03:00;;
JAKARTA BARAT;KALI DERES;KAMAL;009;001;0,09085743;40 CM;2;YES;ROB;2021-12-07 18:00:18;2021-12-07 18:00;;
JAKARTA BARAT;KALI DERES;KAMAL;004;001;0,01277169;40 CM;2;YES;ROB;2021-12-07 18:00:18;2021-12-07 18:00;;
JAKARTA BARAT;KALI DERES;KAMAL;005;001;0,03881479;40 CM;2;YES;ROB;2021-12-07 18:00:18;2021-12-07 18:00;;
JAKARTA UTARA;PADEMANGAN;ANCOL;002;008;0,00907881;60 s/d 80 CM;3;YES;ROB;2021-12-07 18:00:18;2021-12-07 18:00;;
JAKARTA BARAT;KALI DERES;KAMAL;002;001;0,03306157;40 CM;2;YES;ROB;2021-12-07 18:00:18;2021-12-07 18:00;;
JAKARTA BARAT;KALI DERES;TEGAL ALUR;015;009;0,03321654;45 CM;2;YES;ROB;2021-12-07 18:00:18;2021-12-07 18:00;;
JAKARTA BARAT;KALI DERES;TEGAL ALUR;013;009;0,01362145;45 CM;2;YES;ROB;2021-12-07 18:00:18;2021-12-07 18:00;;
JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;006;007;0,00323987;160 cm;4;YES;-;2022-07-16 10:00:28;2022-07-16 10:00;;
